months_driven,total_kms_driven,make,vehicle_model,year,fuel_type,last_service_type,days_until_service,kms_until_service,driver_profile,trigger,elapsed_fraction
2.94,7002.8,Hyundai,Creta,2024,petrol,full_service,50,3997.2,heavy,km,0.6424
4.47,6459.9,Volkswagen,Polo,2012,diesel,brake_service,16,769.1,average,time,0.8934
2.31,3091.3,Volkswagen,Golf,2022,petrol,oil_change,141,6050.2,average,time,0.3322
2.83,4352.3,BMW,5 Series,2017,diesel,inspection,92,4671.3,average,time,0.4827
2.22,7663.7,Toyota,Corolla,2011,petrol,oil_change,3,336.3,heavy,km,0.9525
2.34,4758.1,Hyundai,Tucson,2011,diesel,full_service,110,7241.9,average,km,0.394
1.33,1348.9,Toyota,RAV4,2012,diesel,brake_service,158,5287.1,light,time,0.2041
4.23,7141.4,Maruti,Baleno,2022,petrol,full_service,67,3748.6,average,time,0.6566
1.18,1127.6,BMW,3 Series,2022,petrol,oil_change,165,4660.8,light,time,0.1793
0.12,367.7,Ford,Focus,2019,petrol,oil_change,106,9632.3,heavy,km,0.034
0.48,1263.3,Honda,CR-V,2023,petrol,oil_change,115,9736.7,heavy,km,0.112
1.52,1815.3,BMW,X3,2013,diesel,oil_change,123,5081.6,average,time,0.2741
5.3,7962.0,Hyundai,Tucson,2016,petrol,full_service,11,519.7,average,time,0.9385
2.23,2913.7,BMW,5 Series,2024,petrol,inspection,118,5086.9,average,time,0.3644
2.11,7081.2,Toyota,Corolla,2023,hybrid,oil_change,56,6118.8,heavy,km,0.5352
1.72,1506.2,Maruti,Vitara,2022,petrol,oil_change,112,3191.7,light,time,0.3196
3.33,5395.8,Toyota,Corolla,2021,petrol,oil_change,81,4382.1,average,time,0.5567
2.6,4745.0,Volkswagen,Golf,2011,hybrid,oil_change,80,4855.0,average,km,0.4983
0.51,1611.9,Hyundai,Tucson,2024,hybrid,oil_change,116,11588.1,heavy,km,0.118
5.23,7051.4,Volkswagen,Polo,2020,petrol,oil_change,58,2581.1,average,time,0.7322
0.58,550.7,Ford,Focus,2022,diesel,oil_change,163,5748.8,light,time,0.0972
4.08,13621.3,Maruti,Swift,2017,electric,oil_change,202,22247.7,heavy,time,0.38
3.51,5438.4,Volkswagen,Tiguan,2011,hybrid,oil_change,82,4149.7,average,time,0.5652
0.28,233.5,Toyota,Camry,2015,hybrid,full_service,163,5376.2,light,time,0.0493
1.19,2484.3,Honda,Accord,2019,petrol,oil_change,111,7515.7,average,km,0.2468
3.11,4028.9,Toyota,RAV4,2020,diesel,oil_change,59,2554.6,average,time,0.6147
0.73,616.1,BMW,3 Series,2014,petrol,oil_change,153,4378.0,light,time,0.1272
3.82,2593.2,BMW,3 Series,2014,diesel,full_service,85,1939.8,light,time,0.5764
1.01,1697.3,BMW,5 Series,2012,electric,inspection,331,17667.8,average,time,0.0849
3.94,15005.3,Toyota,Corolla,2018,diesel,inspection,0,0.0,heavy,km,0.9963
3.81,2523.3,Maruti,Baleno,2015,hybrid,oil_change,77,1651.2,light,time,0.602
0.5,805.1,Maruti,Vitara,2015,petrol,oil_change,131,7194.9,average,km,0.103
4.34,6128.4,Hyundai,Creta,2012,petrol,oil_change,38,1871.6,average,km,0.7761
0.35,1079.5,BMW,X3,2017,petrol,inspection,92,8920.5,heavy,km,0.105
0.63,787.0,Hyundai,Creta,2019,hybrid,oil_change,183,7325.0,average,time,0.0952
5.65,5089.8,Ford,Escape,2010,diesel,inspection,16,462.4,light,time,0.9164
4.93,5323.0,Toyota,Camry,2013,hybrid,full_service,48,1717.1,light,time,0.7584
4.8,8268.8,Toyota,RAV4,2020,petrol,oil_change,21,1156.8,average,time,0.8768
2.18,2061.7,Maruti,Swift,2018,petrol,full_service,122,3815.7,light,time,0.3523
3.84,10636.7,Maruti,Baleno,2020,diesel,oil_change,39,3569.1,heavy,time,0.7497
4.56,8239.2,Hyundai,Creta,2014,hybrid,full_service,22,1360.8,average,km,0.8614
0.56,1843.9,Toyota,RAV4,2017,petrol,inspection,77,8156.1,heavy,km,0.1815
0.41,1373.6,Honda,Accord,2024,hybrid,oil_change,108,11826.4,heavy,km,0.1028
1.23,3545.0,Toyota,RAV4,2012,petrol,oil_change,47,4455.0,heavy,km,0.4416
0.22,244.6,Honda,CR-V,2023,hybrid,inspection,209,10766.4,average,time,0.0316
3.64,9114.5,Hyundai,Tucson,2021,electric,full_service,325,26993.0,heavy,time,0.2542
0.06,0.0,Ford,Escape,2022,diesel,oil_change,209,9078.5,average,time,0.0087
3.4,2203.1,Hyundai,Tucson,2022,petrol,oil_change,99,2080.8,light,time,0.5115
1.12,4179.4,BMW,5 Series,2013,petrol,brake_service,32,3820.6,heavy,km,0.5172
1.28,3799.6,BMW,3 Series,2022,hybrid,inspection,94,9400.4,heavy,km,0.2926
2.01,3611.9,BMW,5 Series,2013,petrol,inspection,74,4388.1,average,km,0.4535
2.38,7156.7,BMW,X3,2019,petrol,full_service,29,2843.3,heavy,km,0.7156
0.96,876.1,Hyundai,Creta,2024,petrol,inspection,169,5168.6,light,time,0.1467
3.57,3766.8,Ford,Fiesta,2014,diesel,full_service,81,2711.0,light,time,0.5736
0.12,122.2,BMW,X3,2010,diesel,full_service,140,7029.7,average,time,0.0245
1.29,2847.2,Honda,CR-V,2013,petrol,full_service,67,5152.8,average,km,0.3672
0.92,2241.8,Maruti,Baleno,2010,petrol,brake_service,75,5758.2,heavy,km,0.2729
1.09,1032.4,Toyota,Camry,2017,hybrid,full_service,156,4640.9,light,time,0.1752
0.92,2500.5,Hyundai,Tucson,2020,petrol,full_service,84,7499.5,heavy,km,0.2498
0.6,1005.8,Hyundai,Creta,2024,diesel,oil_change,153,8832.1,average,time,0.1064
2.29,5983.9,Hyundai,Tucson,2018,petrol,brake_service,47,4016.1,heavy,km,0.5995
2.33,3248.0,Toyota,Corolla,2019,petrol,oil_change,69,3188.2,average,time,0.5074
5.04,3770.1,Hyundai,i20,2014,diesel,oil_change,28,679.2,light,time,0.8461
2.86,6391.7,BMW,5 Series,2010,petrol,full_service,21,1608.3,heavy,km,0.8023
0.81,944.2,Hyundai,Creta,2016,electric,inspection,329,13026.7,average,time,0.07
1.0,1340.1,Toyota,Camry,2018,petrol,inspection,172,6870.9,average,time,0.1504
4.95,3611.7,Volkswagen,Golf,2019,petrol,oil_change,25,597.3,light,time,0.8596
1.51,4323.9,Volkswagen,Polo,2013,hybrid,full_service,56,5276.1,heavy,km,0.4518
1.62,5408.2,BMW,5 Series,2018,petrol,full_service,42,4591.8,heavy,km,0.542
1.54,2380.3,Honda,CR-V,2011,diesel,inspection,134,6777.5,average,time,0.2601
7.78,6925.5,BMW,X3,2013,electric,full_service,59,1739.5,light,time,0.8009
0.58,1583.4,BMW,3 Series,2024,hybrid,inspection,128,11616.6,heavy,km,0.1202
1.31,699.2,Maruti,Swift,2020,hybrid,oil_change,162,2789.9,light,time,0.1977
4.28,6327.4,Honda,Civic,2017,electric,oil_change,227,10882.3,average,time,0.365
5.88,3643.0,Maruti,Swift,2016,petrol,oil_change,24,493.7,light,time,0.882
3.09,10806.1,Volkswagen,Golf,2024,hybrid,inspection,21,2393.9,heavy,km,0.815
9.86,5933.4,Honda,Civic,2024,electric,oil_change,114,2254.4,light,time,0.7251
0.46,1015.7,Volkswagen,Golf,2011,petrol,oil_change,100,6984.3,heavy,km,0.1229
1.1,2929.9,Honda,Civic,2019,petrol,oil_change,83,7070.1,heavy,km,0.2882
1.87,4943.9,BMW,5 Series,2021,petrol,oil_change,68,6056.1,heavy,km,0.4549
0.58,801.9,Hyundai,i20,2014,diesel,brake_service,158,6777.7,average,time,0.101
0.08,202.1,Toyota,Camry,2020,hybrid,oil_change,158,7398.0,average,time,0.0154
2.98,2098.7,Hyundai,Creta,2010,hybrid,brake_service,85,2035.7,light,time,0.5172
4.95,8271.2,Honda,Civic,2016,petrol,oil_change,18,987.6,average,time,0.8942
3.26,2269.4,Maruti,Swift,2017,petrol,full_service,109,2522.4,light,time,0.4774
1.45,4919.0,Ford,Focus,2023,diesel,inspection,104,11581.0,heavy,km,0.2981
4.43,4131.7,BMW,3 Series,2022,electric,oil_change,247,7392.7,light,time,0.3533
1.23,1510.4,Volkswagen,Polo,2023,petrol,inspection,131,5058.2,average,time,0.2234
4.23,7343.6,BMW,5 Series,2013,petrol,inspection,10,656.4,average,km,0.9265
7.75,12232.8,Honda,CR-V,2014,electric,oil_change,108,5581.8,average,time,0.687
1.77,6512.0,BMW,3 Series,2012,petrol,oil_change,14,1488.0,heavy,km,0.7962
3.97,2294.7,Ford,Escape,2016,petrol,inspection,62,1153.6,light,time,0.6601
4.87,6520.8,Hyundai,Creta,2021,petrol,inspection,40,1744.2,average,time,0.7895
5.51,8929.9,Ford,Escape,2022,electric,oil_change,164,8800.8,average,time,0.5049
2.8,4062.0,Maruti,Vitara,2011,petrol,oil_change,80,3938.0,average,km,0.5162
2.54,7555.0,BMW,3 Series,2014,petrol,full_service,4,445.0,heavy,km,0.948
4.77,8152.2,Maruti,Baleno,2017,petrol,full_service,32,1847.8,average,km,0.819
2.18,5240.3,BMW,3 Series,2011,petrol,oil_change,35,2759.7,heavy,km,0.6555
1.49,2642.6,Toyota,Corolla,2024,diesel,oil_change,166,9989.1,average,time,0.2142
6.05,2461.8,Volkswagen,Golf,2022,petrol,oil_change,21,293.5,light,time,0.8964
2.08,1236.8,Maruti,Baleno,2012,hybrid,full_service,117,2220.4,light,time,0.3517
11.6,17008.1,Ford,Fiesta,2016,electric,brake_service,27,1314.9,average,time,0.9281
3.37,3432.5,Maruti,Swift,2021,petrol,brake_service,77,2617.9,light,time,0.5708
3.79,2725.3,BMW,5 Series,2011,hybrid,full_service,67,1589.0,light,time,0.6344
5.2,9278.2,Ford,Fiesta,2016,hybrid,brake_service,9,528.1,average,time,0.9461
3.46,2197.2,Ford,Escape,2010,diesel,full_service,102,2147.2,light,time,0.5086
3.79,4227.2,Volkswagen,Polo,2016,hybrid,oil_change,50,1823.1,average,time,0.6988
0.3,322.2,Hyundai,Tucson,2020,diesel,full_service,153,4442.2,average,time,0.0558
7.16,7405.8,Toyota,Camry,2016,electric,full_service,197,6756.6,light,time,0.5251
1.86,1527.7,Maruti,Vitara,2024,petrol,oil_change,127,3354.0,light,time,0.3085
4.53,2323.3,Honda,Accord,2024,diesel,oil_change,34,577.1,light,time,0.801
3.25,2414.8,Toyota,Camry,2012,petrol,inspection,83,1930.7,light,time,0.5429
1.27,2119.7,Volkswagen,Polo,2019,petrol,full_service,140,7880.3,average,km,0.2161
2.89,2374.8,Ford,Escape,2016,diesel,oil_change,68,1844.5,light,time,0.5643
1.4,1763.5,BMW,3 Series,2023,diesel,inspection,161,6642.5,average,time,0.2087
1.1,3565.0,BMW,3 Series,2014,petrol,full_service,41,4435.0,heavy,km,0.4502
1.58,2586.6,Ford,Focus,2016,diesel,inspection,148,8096.0,average,time,0.2448
0.9,1438.3,Maruti,Baleno,2016,petrol,oil_change,162,8561.7,average,km,0.1439
0.14,617.6,Hyundai,i20,2021,diesel,inspection,123,15882.4,heavy,km,0.0339
5.11,3574.2,BMW,X3,2020,hybrid,inspection,16,379.8,light,time,0.9043
0.37,357.5,Honda,CR-V,2018,hybrid,oil_change,168,5410.0,light,time,0.0629
3.42,5157.2,Maruti,Swift,2012,petrol,inspection,38,1884.9,average,time,0.7327
1.35,1738.7,Toyota,RAV4,2013,petrol,oil_change,120,5175.3,average,time,0.2551
5.82,4773.3,Toyota,RAV4,2016,petrol,inspection,4,116.4,light,time,0.9762
0.41,861.5,Ford,Escape,2014,petrol,oil_change,111,7138.5,average,km,0.1005
1.82,5796.8,Maruti,Swift,2010,petrol,brake_service,22,2203.2,heavy,km,0.7126
2.9,6876.3,Toyota,RAV4,2010,petrol,full_service,14,1123.7,average,km,0.8594
1.37,3326.6,Hyundai,Tucson,2014,petrol,full_service,59,4673.4,heavy,km,0.4167
2.33,1719.2,Maruti,Vitara,2023,diesel,oil_change,73,1713.6,light,time,0.494
3.89,6940.6,Volkswagen,Tiguan,2019,hybrid,oil_change,52,3061.0,average,time,0.6945
1.21,2290.9,Honda,CR-V,2011,petrol,full_service,97,5709.1,average,km,0.2764
1.89,3108.7,Hyundai,i20,2014,petrol,brake_service,91,4891.3,average,km,0.3865
0.76,660.7,Maruti,Baleno,2012,hybrid,brake_service,172,4529.8,light,time,0.1186
2.21,6355.6,Volkswagen,Polo,2024,petrol,full_service,47,4644.4,heavy,km,0.5868
3.94,3529.3,Volkswagen,Polo,2015,petrol,oil_change,48,1418.2,light,time,0.7128
0.02,66.0,Maruti,Vitara,2015,petrol,full_service,94,7934.0,heavy,km,0.0049
0.12,129.4,Honda,Accord,2018,diesel,full_service,165,7077.0,average,time,0.0219
4.39,4580.7,Maruti,Swift,2019,diesel,oil_change,38,1293.9,light,time,0.7767
1.91,2890.5,Volkswagen,Tiguan,2012,petrol,oil_change,100,5109.5,average,km,0.3676
6.44,8105.1,Volkswagen,Golf,2020,hybrid,oil_change,14,562.6,average,time,0.9356
3.77,3531.8,Honda,Civic,2012,diesel,brake_service,76,2319.3,light,time,0.6021
9.13,7867.9,Maruti,Swift,2014,electric,oil_change,17,481.5,light,time,0.9426
3.78,6241.6,Hyundai,Creta,2018,hybrid,brake_service,49,2674.0,average,time,0.7021
3.3,5459.2,Maruti,Swift,2016,hybrid,brake_service,109,5894.9,average,time,0.479
7.43,10690.0,Ford,Focus,2017,electric,oil_change,120,5643.3,average,time,0.6542
4.26,13651.9,Maruti,Vitara,2021,diesel,oil_change,28,2848.1,heavy,km,0.8242
4.06,7969.2,Hyundai,i20,2021,electric,oil_change,238,15393.5,average,time,0.3415
0.57,1278.2,Maruti,Swift,2012,hybrid,oil_change,109,8321.8,heavy,km,0.1375
5.13,14087.6,BMW,X3,2017,electric,full_service,209,18735.2,heavy,time,0.4279
1.26,2157.3,Toyota,Camry,2019,petrol,brake_service,139,7842.7,average,km,0.2169
3.45,9071.6,Hyundai,Tucson,2021,petrol,full_service,23,1928.4,heavy,km,0.8226
1.59,1774.1,Toyota,Corolla,2019,petrol,full_service,106,3871.3,average,time,0.3144
2.68,8366.6,Maruti,Vitara,2014,diesel,oil_change,35,3633.4,heavy,km,0.7015
0.97,758.2,Honda,CR-V,2014,petrol,oil_change,137,3650.1,light,time,0.1778
4.44,3343.5,Toyota,RAV4,2014,petrol,full_service,82,1986.4,light,time,0.6228
1.66,2466.7,Volkswagen,Golf,2018,hybrid,oil_change,119,5888.9,average,time,0.2976
4.87,7833.1,Hyundai,Creta,2011,petrol,full_service,3,166.9,average,km,0.9798
3.75,2851.7,BMW,3 Series,2011,diesel,oil_change,83,2043.8,light,time,0.5789
5.24,7718.2,Volkswagen,Tiguan,2015,petrol,full_service,7,281.8,average,km,0.9565
5.67,7883.0,Toyota,RAV4,2019,petrol,oil_change,7,334.8,average,time,0.9594
2.74,1801.4,Volkswagen,Tiguan,2020,diesel,oil_change,75,1610.8,light,time,0.5263
6.54,4047.3,Ford,Escape,2020,diesel,brake_service,11,223.2,light,time,0.948
1.23,3356.3,Honda,CR-V,2013,electric,full_service,303,26770.7,heavy,time,0.1101
5.14,7779.4,Maruti,Vitara,2013,hybrid,oil_change,6,316.5,average,time,0.9612
4.78,3027.5,Honda,CR-V,2022,petrol,full_service,43,878.0,light,time,0.7726
9.39,17250.0,BMW,5 Series,2020,electric,oil_change,100,6055.4,average,time,0.74
1.06,1424.4,Volkswagen,Polo,2020,diesel,oil_change,164,6987.1,average,time,0.1648
4.35,5300.6,BMW,5 Series,2010,petrol,oil_change,66,2699.4,average,km,0.6688
4.82,4052.6,Ford,Focus,2019,petrol,oil_change,24,651.1,light,time,0.8614
4.5,7781.6,Toyota,RAV4,2010,petrol,full_service,4,218.4,average,km,0.9748
9.32,7119.9,BMW,3 Series,2010,electric,oil_change,125,3153.9,light,time,0.694
5.0,8710.4,Ford,Fiesta,2019,petrol,oil_change,23,1289.6,average,km,0.8695
5.27,14410.2,Maruti,Vitara,2016,diesel,oil_change,1,46.8,heavy,time,0.9968
3.04,8718.0,Maruti,Vitara,2024,petrol,oil_change,24,2282.0,heavy,km,0.793
2.62,4037.7,Volkswagen,Golf,2016,petrol,inspection,115,5718.0,average,time,0.4092
0.58,1521.0,Toyota,Corolla,2012,petrol,brake_service,71,6479.0,heavy,km,0.1993
0.47,934.6,Maruti,Swift,2010,petrol,oil_change,109,7065.4,average,km,0.1168
5.61,8745.8,Honda,Civic,2022,petrol,oil_change,7,365.5,average,time,0.9598
1.42,443.7,Maruti,Swift,2019,diesel,oil_change,124,1361.0,light,time,0.2589
1.93,6915.2,Toyota,Camry,2016,petrol,oil_change,27,3084.8,heavy,km,0.6865
1.73,2476.8,Hyundai,Tucson,2010,electric,full_service,329,15131.4,average,time,0.1381
7.63,20667.4,Volkswagen,Golf,2012,electric,oil_change,65,5776.6,heavy,time,0.7809
1.79,2443.7,Toyota,Corolla,2024,diesel,oil_change,122,5277.7,average,time,0.3082
4.42,7203.0,Honda,Accord,2024,diesel,oil_change,48,2571.1,average,time,0.7369
3.45,2510.2,Hyundai,Tucson,2021,petrol,full_service,79,1866.0,light,time,0.5713
5.82,10619.0,BMW,3 Series,2022,diesel,oil_change,21,1244.2,average,time,0.8945
2.15,8333.7,Maruti,Vitara,2019,petrol,oil_change,13,1666.3,heavy,km,0.8398
3.15,1979.7,Honda,Civic,2018,electric,inspection,266,5386.6,light,time,0.2648
0.45,588.9,Hyundai,Creta,2010,petrol,oil_change,182,7411.1,average,km,0.0707
5.91,4245.8,Volkswagen,Golf,2011,diesel,inspection,23,542.3,light,time,0.8882
13.8,12505.3,Maruti,Swift,2015,electric,oil_change,9,273.7,light,time,0.9783
3.67,3102.5,BMW,3 Series,2014,diesel,oil_change,52,1408.2,light,time,0.6836
2.68,6725.1,Ford,Focus,2022,hybrid,full_service,78,6474.9,heavy,km,0.5124
2.18,3400.8,Hyundai,Tucson,2014,petrol,oil_change,89,4599.2,average,km,0.4258
2.4,8747.7,Maruti,Baleno,2020,petrol,full_service,10,1252.3,heavy,km,0.8751
5.33,9781.8,Honda,CR-V,2024,petrol,brake_service,18,1105.6,average,time,0.8991
8.12,5321.4,BMW,X3,2019,electric,oil_change,130,2847.7,light,time,0.6544
0.56,868.4,BMW,3 Series,2017,petrol,full_service,162,8253.2,average,time,0.0956
5.85,11531.9,Volkswagen,Tiguan,2023,electric,oil_change,177,11616.1,average,time,0.5009
2.46,5170.1,Volkswagen,Polo,2014,diesel,oil_change,98,6829.9,average,km,0.4328
1.5,4452.5,Toyota,Corolla,2023,petrol,oil_change,67,6547.5,heavy,km,0.4043
2.86,3641.7,Hyundai,Tucson,2023,diesel,oil_change,102,4275.3,average,time,0.4619
5.18,4853.1,BMW,5 Series,2016,petrol,oil_change,19,589.8,light,time,0.8913
5.35,7957.9,Ford,Fiesta,2012,hybrid,oil_change,0,9.5,average,time,0.9988
2.58,4938.7,Toyota,Camry,2018,petrol,oil_change,82,5061.3,heavy,km,0.4903
2.13,5940.1,Ford,Escape,2024,petrol,oil_change,54,5059.9,heavy,km,0.5459
1.12,3109.4,Maruti,Vitara,2011,petrol,full_service,53,4890.6,heavy,km,0.3885
3.81,7124.2,Hyundai,i20,2021,petrol,full_service,61,3875.8,average,km,0.6544
3.41,7115.6,BMW,3 Series,2016,petrol,full_service,42,2884.4,average,km,0.7114
4.15,6628.0,Maruti,Swift,2011,petrol,oil_change,25,1372.0,average,km,0.832
5.13,4052.2,Toyota,Camry,2015,diesel,full_service,17,436.7,light,time,0.9036
0.74,2828.8,Maruti,Baleno,2019,petrol,full_service,57,7171.2,heavy,km,0.2815
5.25,9708.5,Maruti,Baleno,2022,petrol,full_service,21,1291.5,average,km,0.8857
4.21,5786.5,Toyota,RAV4,2012,hybrid,oil_change,56,2521.8,average,time,0.6942
4.62,5598.5,Volkswagen,Golf,2024,petrol,oil_change,39,1530.7,average,time,0.7831
1.41,2528.0,Volkswagen,Golf,2015,diesel,inspection,154,9148.9,average,time,0.2181
3.17,6252.7,Hyundai,Tucson,2018,diesel,oil_change,79,5151.6,heavy,time,0.5491
5.08,3377.0,Hyundai,i20,2020,petrol,inspection,29,631.7,light,time,0.8414
0.74,697.0,Hyundai,Creta,2023,diesel,oil_change,174,5196.2,light,time,0.1153
3.63,1801.4,Volkswagen,Tiguan,2021,petrol,oil_change,95,1649.7,light,time,0.5381
1.17,1324.6,Hyundai,i20,2013,hybrid,oil_change,144,5661.3,average,time,0.1976
1.84,1751.2,Volkswagen,Tiguan,2018,petrol,oil_change,136,4270.0,light,time,0.2924
5.78,5925.1,Volkswagen,Golf,2015,hybrid,brake_service,14,469.4,average,time,0.9274
3.22,6668.8,Toyota,RAV4,2013,petrol,full_service,18,1331.2,average,km,0.8426
3.21,1968.0,Volkswagen,Polo,2019,diesel,inspection,94,1957.5,light,time,0.5088
3.86,7228.8,Toyota,Corolla,2017,petrol,brake_service,45,2771.2,average,km,0.7213
9.24,5075.1,Hyundai,i20,2014,electric,oil_change,80,1414.7,light,time,0.7796
5.97,4019.5,Toyota,Camry,2024,hybrid,oil_change,46,1022.1,light,time,0.7971
1.01,1892.2,Ford,Focus,2023,diesel,full_service,142,8606.7,heavy,time,0.1779
0.42,913.0,Honda,CR-V,2013,petrol,oil_change,104,7087.0,average,km,0.1088
1.73,3653.9,Honda,CR-V,2018,petrol,oil_change,94,6346.1,average,km,0.3588
3.6,6193.7,Ford,Focus,2019,hybrid,inspection,49,2809.5,average,time,0.6887
0.93,670.5,BMW,3 Series,2020,diesel,oil_change,151,3641.7,light,time,0.1582
2.55,2497.5,Hyundai,i20,2016,diesel,brake_service,109,3417.2,light,time,0.4168
5.37,6655.4,Toyota,RAV4,2011,petrol,oil_change,32,1344.6,average,km,0.8355
2.39,4938.8,BMW,3 Series,2022,hybrid,full_service,106,7135.9,average,time,0.4075
0.71,1004.4,Toyota,Corolla,2021,petrol,oil_change,166,8377.7,average,time,0.1151
2.26,3696.3,Maruti,Vitara,2017,petrol,brake_service,118,6303.7,average,km,0.3688
1.21,3382.1,Volkswagen,Golf,2010,hybrid,oil_change,67,6217.9,heavy,km,0.3559
2.07,5805.9,Maruti,Baleno,2017,petrol,full_service,45,4194.1,heavy,km,0.583
0.23,712.9,BMW,3 Series,2018,petrol,inspection,82,9287.1,heavy,km,0.0788
2.73,5389.9,Honda,CR-V,2016,petrol,oil_change,70,4610.1,average,km,0.5411
3.7,5609.7,BMW,5 Series,2024,petrol,oil_change,66,3248.5,average,time,0.629
5.26,4652.7,Toyota,RAV4,2015,diesel,oil_change,15,427.0,light,time,0.9151
2.46,11312.0,Maruti,Swift,2019,hybrid,full_service,4,688.0,heavy,km,0.9438
2.83,8061.2,Hyundai,Tucson,2022,hybrid,full_service,54,5138.8,heavy,km,0.6134
2.0,2462.4,Honda,CR-V,2020,petrol,full_service,117,4806.7,average,time,0.3425
4.21,7152.0,BMW,5 Series,2013,petrol,full_service,15,848.0,average,km,0.8943
0.71,1264.4,Volkswagen,Tiguan,2011,petrol,oil_change,124,6735.6,average,km,0.1485
5.03,14574.4,Maruti,Baleno,2012,electric,full_service,199,18937.3,heavy,time,0.4346
2.2,1895.7,Toyota,RAV4,2019,diesel,oil_change,128,3589.5,light,time,0.3434
3.92,6898.4,Toyota,Camry,2019,petrol,full_service,52,3101.6,average,km,0.695
3.15,5805.0,Honda,Accord,2012,petrol,full_service,36,2195.0,average,km,0.7248
4.38,11344.0,Hyundai,Creta,2010,diesel,full_service,9,656.0,heavy,km,0.9361
3.53,5094.7,Volkswagen,Golf,2010,electric,oil_change,247,11755.8,average,time,0.3033
1.51,1143.8,Maruti,Baleno,2020,diesel,oil_change,121,3085.8,light,time,0.2748
4.84,4167.4,BMW,X3,2017,hybrid,full_service,21,607.7,light,time,0.8729
0.62,989.2,Hyundai,Creta,2019,petrol,inspection,163,8843.8,average,time,0.1041
1.37,2341.3,BMW,5 Series,2012,hybrid,full_service,129,7258.7,average,km,0.245
4.86,2984.4,Toyota,Corolla,2022,hybrid,inspection,22,446.8,light,time,0.8728
6.54,11648.8,Ford,Focus,2019,diesel,brake_service,8,472.2,average,time,0.9609
0.25,401.3,BMW,3 Series,2010,diesel,oil_change,194,6790.2,light,time,0.0382
0.89,1007.1,Maruti,Swift,2018,diesel,inspection,146,5188.3,average,time,0.1561
4.47,7529.3,BMW,5 Series,2011,petrol,inspection,10,470.7,average,km,0.9346
5.94,6088.9,Toyota,Camry,2018,petrol,oil_change,22,716.2,light,time,0.8935
2.28,3467.9,Maruti,Baleno,2015,petrol,oil_change,91,4532.1,average,km,0.4318
4.89,3285.3,Ford,Focus,2011,petrol,full_service,57,1220.1,light,time,0.7232
0.98,2706.4,Honda,CR-V,2012,petrol,oil_change,58,5293.6,heavy,km,0.3401
3.06,3626.1,Maruti,Vitara,2013,diesel,inspection,65,2573.2,average,time,0.59
1.99,6080.3,BMW,5 Series,2022,electric,brake_service,270,26744.0,heavy,time,0.1829
10.92,34934.0,Hyundai,Tucson,2016,electric,oil_change,101,10556.9,heavy,time,0.7678
1.04,4638.9,BMW,X3,2014,diesel,inspection,51,7361.1,heavy,km,0.3854
1.08,812.2,Maruti,Vitara,2016,diesel,inspection,187,4459.4,light,time,0.1495
0.74,1304.3,Maruti,Vitara,2024,electric,inspection,358,21414.3,average,time,0.059
3.61,5004.1,Maruti,Baleno,2018,petrol,full_service,55,2527.1,average,time,0.6657
3.8,4774.5,Hyundai,i20,2024,petrol,inspection,79,3251.4,average,time,0.5949
3.49,2167.0,Volkswagen,Golf,2015,electric,inspection,251,5199.9,light,time,0.2975
5.67,4840.0,Honda,Civic,2019,electric,inspection,183,5120.8,light,time,0.485
1.67,3504.0,Volkswagen,Polo,2016,diesel,inspection,140,9500.6,average,time,0.2655
